Street,Street condition score,Group,Ward
JAMIESON TERRACE,48.15,Poor (<75),Micklegate Ward
KENSINGTON STREET,49.07,Poor (<75),Micklegate Ward
KNAVESMIRE AVENUE,65.47,Poor (<75),Micklegate Ward
KNAVESMIRE CRESCENT,75.42,Fair (75-89),Micklegate Ward
KNAVESMIRE ROAD,84.00,Fair (75-89),Micklegate Ward
KYME STREET,64.94,Poor (<75),Micklegate Ward
LEEMAN ROAD,91.26,Good (90-94),Micklegate Ward
LICHFIELD COURT,90.49,Good (90-94),Micklegate Ward
LORNE STREET,45.30,Poor (<75),Micklegate Ward
LOVELL STREET,52.28,Poor (<75),Micklegate Ward
LOWER DARNBOROUGH STREET,23.89,Poor (<75),Micklegate Ward
LOWER EBOR STREET,51.36,Poor (<75),Micklegate Ward
LOWER PRIORY STREET,76.61,Fair (75-89),Micklegate Ward
LOWTHER TERRACE,87.53,Fair (75-89),Micklegate Ward
MICKLEGATE,69.91,Poor (<75),Micklegate Ward
MILLFIELD ROAD,51.60,Poor (<75),Micklegate Ward
MONTAGUE STREET,41.69,Poor (<75),Micklegate Ward
MOORGARTH AVENUE,33.65,Poor (<75),Micklegate Ward
MOSS STREET,84.92,Fair (75-89),Micklegate Ward
MOUNT VALE,98.13,Excellent (95-100),Micklegate Ward
MOUNT VALE DRIVE,65.51,Poor (<75),Micklegate Ward
NEWTON TERRACE,81.54,Fair (75-89),Micklegate Ward
NORFOLK STREET,51.63,Poor (<75),Micklegate Ward
NORTH STREET,30.64,Poor (<75),Micklegate Ward
NUNMILL STREET,56.99,Poor (<75),Micklegate Ward
NUNNERY LANE,90.79,Good (90-94),Micklegate Ward
NUNTHORPE AVENUE,85.55,Fair (75-89),Micklegate Ward
NUNTHORPE CRESCENT,35.91,Poor (<75),Micklegate Ward
NUNTHORPE DRIVE,61.74,Poor (<75),Micklegate Ward
NUNTHORPE GARDENS,0.00,Poor (<75),Micklegate Ward
NUNTHORPE GROVE,34.11,Poor (<75),Micklegate Ward
NUNTHORPE ROAD,51.79,Poor (<75),Micklegate Ward
NUNTHORPE VIEW,19.47,Poor (<75),Micklegate Ward
OVINGTON TERRACE,25.24,Poor (<75),Micklegate Ward
PARK STREET,40.37,Poor (<75),Micklegate Ward
PASTON WALK,88.32,Fair (75-89),Micklegate Ward
PHILADELPHIA TERRACE,15.30,Poor (<75),Micklegate Ward
POSTERN CLOSE,84.72,Fair (75-89),Micklegate Ward
PRICE STREET,51.93,Poor (<75),Micklegate Ward
PRICES LANE,93.90,Good (90-94),Micklegate Ward
PRIORY STREET,44.03,Poor (<75),Micklegate Ward
PROSPECT TERRACE,38.55,Poor (<75),Micklegate Ward
QUEEN STREET,90.50,Good (90-94),Micklegate Ward
QUEEN VICTORIA STREET,93.59,Good (90-94),Micklegate Ward
QUEENS STAITH ROAD,60.30,Poor (<75),Micklegate Ward
RACECOURSE ROAD,26.16,Poor (<75),Micklegate Ward
RECTORY GARDENS,49.66,Poor (<75),Micklegate Ward
REGINALD GROVE,32.12,Poor (<75),Micklegate Ward
RICHARDSON STREET,74.18,Poor (<75),Micklegate Ward
RIVER STREET,28.46,Poor (<75),Micklegate Ward
ROUGIER STREET,85.88,Fair (75-89),Micklegate Ward
RUBY STREET,4.55,Poor (<75),Micklegate Ward
RUSSELL STREET,78.75,Fair (75-89),Micklegate Ward
SCARCROFT HILL,51.01,Poor (<75),Micklegate Ward
SCARCROFT ROAD,84.48,Fair (75-89),Micklegate Ward
SCOTT STREET,47.30,Poor (<75),Micklegate Ward
SKELDERGATE,69.56,Poor (<75),Micklegate Ward
SKELDERGATE BRIDGE,80.22,Fair (75-89),Micklegate Ward
SMALES STREET,20.75,Poor (<75),Micklegate Ward
SOUTH BANK AVENUE,53.22,Poor (<75),Micklegate Ward
SOUTHLANDS ROAD,71.97,Poor (<75),Micklegate Ward
SPENCER STREET,35.42,Poor (<75),Micklegate Ward
ST AUBYNS PLACE,56.33,Poor (<75),Micklegate Ward
ST BENEDICT ROAD,83.74,Fair (75-89),Micklegate Ward
ST CHADS WHARF,60.09,Poor (<75),Micklegate Ward
ST CLEMENTS GROVE,16.71,Poor (<75),Micklegate Ward
ST GEORGES PLACE,34.07,Poor (<75),Micklegate Ward
ST JAMES MOUNT,46.38,Poor (<75),Micklegate Ward
ST MARTINS LANE,79.60,Fair (75-89),Micklegate Ward
STATION AVENUE,89.85,Fair (75-89),Micklegate Ward
STATION RISE,84.53,Fair (75-89),Micklegate Ward
STATION ROAD,90.34,Good (90-94),Micklegate Ward
SUTHERLAND STREET,60.19,Poor (<75),Micklegate Ward
SWANN STREET,31.23,Poor (<75),Micklegate Ward
TADCASTER ROAD,96.54,Excellent (95-100),Micklegate Ward
TADCASTER ROAD,96.26,Excellent (95-100),Micklegate Ward
TANNER ROW,65.52,Poor (<75),Micklegate Ward
TANNERS MOAT,44.17,Poor (<75),Micklegate Ward
TELFORD TERRACE,27.16,Poor (<75),Micklegate Ward
TERRY AVENUE,81.47,Fair (75-89),Micklegate Ward
TERRY STREET,53.48,Poor (<75),Micklegate Ward
THE CRESCENT,41.58,Poor (<75),Micklegate Ward
THE MOUNT,90.34,Good (90-94),Micklegate Ward
THORPE STREET,70.61,Poor (<75),Micklegate Ward
TOFT GREEN,84.64,Fair (75-89),Micklegate Ward
TOWTON AVENUE,28.35,Poor (<75),Micklegate Ward
TRAFALGAR STREET,44.62,Poor (<75),Micklegate Ward
TRENTHOLME DRIVE,95.55,Excellent (95-100),Micklegate Ward
TRINITY LANE,99.31,Excellent (95-100),Micklegate Ward
UPPER PRICE STREET,30.26,Poor (<75),Micklegate Ward
VICTOR STREET,66.67,Poor (<75),Micklegate Ward
VICTORIA STREET,97.29,Excellent (95-100),Micklegate Ward
VINE STREET,47.31,Poor (<75),Micklegate Ward
WELLINGTON ROW,56.40,Poor (<75),Micklegate Ward
WENTWORTH ROAD,52.83,Poor (<75),Micklegate Ward
WEST ESPLANADE,84.71,Fair (75-89),Micklegate Ward
WESTWOOD TERRACE,87.40,Fair (75-89),Micklegate Ward
WINDSOR STREET,10.23,Poor (<75),Micklegate Ward
ASHDALE ROAD,1.29,Poor (<75),Osbaldwick & Derwent Ward
ASPEN CLOSE,42.94,Poor (<75),Osbaldwick & Derwent Ward
BAD BARGAIN LANE,62.39,Poor (<75),Osbaldwick & Derwent Ward
BAD BARGAIN LANE,92.28,Good (90-94),Osbaldwick & Derwent Ward
BAYSDALE AVENUE,74.69,Poor (<75),Osbaldwick & Derwent Ward
BECKETT DRIVE,88.52,Fair (75-89),Osbaldwick & Derwent Ward
BEDALE AVENUE,70.30,Poor (<75),Osbaldwick & Derwent Ward
BEDALE AVENUE TO WYEDALE ROAD LINK,76.95,Fair (75-89),Osbaldwick & Derwent Ward
BORE TREE BAULK,56.76,Poor (<75),Osbaldwick & Derwent Ward
BRACKEN HILL,50.69,Poor (<75),Osbaldwick & Derwent Ward
BRANSDALE CRESCENT,71.37,Poor (<75),Osbaldwick & Derwent Ward
BROOKLANDS,7.27,Poor (<75),Osbaldwick & Derwent Ward
BROUGHTON WAY,36.12,Poor (<75),Osbaldwick & Derwent Ward
CANHAM GROVE,50.61,Poor (<75),Osbaldwick & Derwent Ward
CAVENDISH GROVE,83.42,Fair (75-89),Osbaldwick & Derwent Ward
CEDAR GLADE,79.83,Fair (75-89),Osbaldwick & Derwent Ward
CHURCH BALK,64.76,Poor (<75),Osbaldwick & Derwent Ward
CHURCH LANE,53.54,Poor (<75),Osbaldwick & Derwent Ward
CHURCH RISE,77.90,Fair (75-89),Osbaldwick & Derwent Ward
CHURCH ROAD,61.60,Poor (<75),Osbaldwick & Derwent Ward
CHURCH STREET,77.80,Fair (75-89),Osbaldwick & Derwent Ward
COMMON LANE,53.73,Poor (<75),Osbaldwick & Derwent Ward
COMMON ROAD,55.76,Poor (<75),Osbaldwick & Derwent Ward
CONEYCROFT,89.61,Fair (75-89),Osbaldwick & Derwent Ward
COPPERBEECH CLOSE,58.35,Poor (<75),Osbaldwick & Derwent Ward
CURLEW GLEBE,77.25,Fair (75-89),Osbaldwick & Derwent Ward
DAUBY LANE,54.64,Poor (<75),Osbaldwick & Derwent Ward
DAUBY LANE,57.78,Poor (<75),Osbaldwick & Derwent Ward
DEERSTONE WAY,78.82,Fair (75-89),Osbaldwick & Derwent Ward
DERWENT ESTATE,78.46,Fair (75-89),Osbaldwick & Derwent Ward
EASTFIELD LANE,78.59,Fair (75-89),Osbaldwick & Derwent Ward
ELVINGTON LANE,32.76,Poor (<75),Osbaldwick & Derwent Ward
ELVINGTON LANE,90.02,Good (90-94),Osbaldwick & Derwent Ward
ELVINGTON LANE,73.16,Poor (<75),Osbaldwick & Derwent Ward
ESKDALE AVENUE,50.45,Poor (<75),Osbaldwick & Derwent Ward
FARNDALE AVENUE,84.59,Fair (75-89),Osbaldwick & Derwent Ward
GARDEN FLATS LANE,13.77,Poor (<75),Osbaldwick & Derwent Ward
GIVENDALE GROVE,15.94,Poor (<75),Osbaldwick & Derwent Ward
GORSE HILL,65.06,Poor (<75),Osbaldwick & Derwent Ward
GREENCROFT LANE,56.09,Poor (<75),Osbaldwick & Derwent Ward
GREENSIDE,27.32,Poor (<75),Osbaldwick & Derwent Ward
GREENSIDE CLOSE,48.27,Poor (<75),Osbaldwick & Derwent Ward
GREENSIDE WALK,90.14,Good (90-94),Osbaldwick & Derwent Ward
HAGG LANE,56.78,Poor (<75),Osbaldwick & Derwent Ward
HAMBLETON AVENUE,64.99,Poor (<75),Osbaldwick & Derwent Ward
HAZELWOOD AVENUE,8.05,Poor (<75),Osbaldwick & Derwent Ward
HEATHER BANK,51.21,Poor (<75),Osbaldwick & Derwent Ward
HIGH FIELD,96.23,Excellent (95-100),Osbaldwick & Derwent Ward
HILLCREST,0.00,Poor (<75),Osbaldwick & Derwent Ward
HOLLY TREE CROFT,88.83,Fair (75-89),Osbaldwick & Derwent Ward
HOLLY TREE LANE,68.92,Poor (<75),Osbaldwick & Derwent Ward
HOLTBY LANE,92.91,Good (90-94),Osbaldwick & Derwent Ward
HOLTBY TO CHAPEL BUTT GATE,73.31,Poor (<75),Osbaldwick & Derwent Ward
HORSFIELD WAY,72.43,Poor (<75),Osbaldwick & Derwent Ward
HULL ROAD,61.91,Poor (<75),Osbaldwick & Derwent Ward
HULL ROAD,78.34,Fair (75-89),Osbaldwick & Derwent Ward
HULL ROAD,85.51,Fair (75-89),Osbaldwick & Derwent Ward
HULL ROAD,82.95,Fair (75-89),Osbaldwick & Derwent Ward
HUNTERS WOOD WAY,62.16,Poor (<75),Osbaldwick & Derwent Ward
INTAKE LANE,55.16,Poor (<75),Osbaldwick & Derwent Ward
KEEPERS WAY,91.12,Good (90-94),Osbaldwick & Derwent Ward
KENDAL CLOSE,71.95,Poor (<75),Osbaldwick & Derwent Ward
KERVER LANE,93.80,Good (90-94),Osbaldwick & Derwent Ward
KEXBY BRIDGE LOOP,81.21,Fair (75-89),Osbaldwick & Derwent Ward
KIRKDALE ROAD,42.26,Poor (<75),Osbaldwick & Derwent Ward
LIME TREE MEWS,99.63,Excellent (95-100),Osbaldwick & Derwent Ward
LYNDALE AVENUE,65.40,Poor (<75),Osbaldwick & Derwent Ward
MAIN STREET,63.19,Poor (<75),Osbaldwick & Derwent Ward
MANOR DRIVE,21.12,Poor (<75),Osbaldwick & Derwent Ward
MEADOWBECK CLOSE,84.72,Fair (75-89),Osbaldwick & Derwent Ward
MOAT FIELD,27.13,Poor (<75),Osbaldwick & Derwent Ward
MOINS COURT,76.63,Fair (75-89),Osbaldwick & Derwent Ward
MOOR LANE,78.49,Fair (75-89),Osbaldwick & Derwent Ward
MURTON LANE,72.20,Poor (<75),Osbaldwick & Derwent Ward
MURTON WAY,55.96,Poor (<75),Osbaldwick & Derwent Ward
NURSERY GARDENS,63.03,Poor (<75),Osbaldwick & Derwent Ward
OLD HALL LANE,6.39,Poor (<75),Osbaldwick & Derwent Ward
ORCHARD COTTAGES,92.80,Good (90-94),Osbaldwick & Derwent Ward
OSBALDWICK LANE,53.02,Poor (<75),Osbaldwick & Derwent Ward
OSBALDWICK LINK ROAD,89.34,Fair (75-89),Osbaldwick & Derwent Ward
OSBALDWICK VILLAGE,90.57,Good (90-94),Osbaldwick & Derwent Ward
OUTGANG LANE,35.39,Poor (<75),Osbaldwick & Derwent Ward
OWLWOOD COURT,60.36,Poor (<75),Osbaldwick & Derwent Ward
OWLWOOD LANE,63.31,Poor (<75),Osbaldwick & Derwent Ward
OX CALDER CLOSE,93.67,Good (90-94),Osbaldwick & Derwent Ward
PANMAN LANE,52.53,Poor (<75),Osbaldwick & Derwent Ward
PANMAN LANE TO BLACK HORSE,85.48,Fair (75-89),Osbaldwick & Derwent Ward
PEAR TREE LANE,40.50,Poor (<75),Osbaldwick & Derwent Ward
PETERCROFT CLOSE,40.47,Poor (<75),Osbaldwick & Derwent Ward
PETERCROFT LANE,51.02,Poor (<75),Osbaldwick & Derwent Ward
PINELANDS WAY,57.24,Poor (<75),Osbaldwick & Derwent Ward
PRIEST LANE,18.49,Poor (<75),Osbaldwick & Derwent Ward
REDBARN DRIVE,72.69,Poor (<75),Osbaldwick & Derwent Ward
RUDCARR LANE,65.28,Poor (<75),Osbaldwick & Derwent Ward
SAWYERS WALK,98.59,Excellent (95-100),Osbaldwick & Derwent Ward
SCAUDERCROFT,74.78,Poor (<75),Osbaldwick & Derwent Ward
SCOREBY LANE,20.91,Poor (<75),Osbaldwick & Derwent Ward
SHALLOWDALE GROVE,26.59,Poor (<75),Osbaldwick & Derwent Ward
SPRINGBANK AVENUE,63.85,Poor (<75),Osbaldwick & Derwent Ward
ST MARYS GROVE,84.21,Fair (75-89),Osbaldwick & Derwent Ward
ST THOMAS CLOSE,80.39,Fair (75-89),Osbaldwick & Derwent Ward
STAMFORD BRIDGE ROAD,88.23,Fair (75-89),Osbaldwick & Derwent Ward
STRAIGHT LANE,71.44,Poor (<75),Osbaldwick & Derwent Ward
TAYLORS CLOSE,74.21,Poor (<75),Osbaldwick & Derwent Ward
THE COPPER BEECHES,66.58,Poor (<75),Osbaldwick & Derwent Ward
THE CRESCENT,48.07,Poor (<75),Osbaldwick & Derwent Ward
THE GREEN,48.68,Poor (<75),Osbaldwick & Derwent Ward
THE LEYES,61.73,Poor (<75),Osbaldwick & Derwent Ward
THE MANOR BEECHES,61.28,Poor (<75),Osbaldwick & Derwent Ward
THIRKLEBY WAY,36.51,Poor (<75),Osbaldwick & Derwent Ward
THORNCROFT,64.99,Poor (<75),Osbaldwick & Derwent Ward
TRANBY AVENUE,84.93,Fair (75-89),Osbaldwick & Derwent Ward
TWINAM COURT,96.84,Excellent (95-100),Osbaldwick & Derwent Ward
UNDERCROFT,87.82,Fair (75-89),Osbaldwick & Derwent Ward
VICARAGE GARDENS,91.68,Good (90-94),Osbaldwick & Derwent Ward
WATER LANE,64.07,Poor (<75),Osbaldwick & Derwent Ward
WENSLEYDALE DRIVE,91.00,Good (90-94),Osbaldwick & Derwent Ward
WESTWOOD MEWS,97.23,Excellent (95-100),Osbaldwick & Derwent Ward
WYDALE ROAD,78.27,Fair (75-89),Osbaldwick & Derwent Ward
YEW TREE MEWS,83.07,Fair (75-89),Osbaldwick & Derwent Ward
YORK ROAD,51.44,Poor (<75),Osbaldwick & Derwent Ward
YORK STREET,77.05,Fair (75-89),Osbaldwick & Derwent Ward
ALWYNE DRIVE,17.25,Poor (<75),Rawcliffe & Clifton Without Ward
ALWYNE GROVE,51.25,Poor (<75),Rawcliffe & Clifton Without Ward
AMY JOHNSON WAY,83.34,Fair (75-89),Rawcliffe & Clifton Without Ward
ANGRAM CLOSE,87.36,Fair (75-89),Rawcliffe & Clifton Without Ward
ARLINGTON ROAD,86.78,Fair (75-89),Rawcliffe & Clifton Without Ward
ARMSTRONG WAY,87.49,Fair (75-89),Rawcliffe & Clifton Without Ward
ATLAS ROAD,79.27,Fair (75-89),Rawcliffe & Clifton Without Ward
AUDAX CLOSE,72.53,Poor (<75),Rawcliffe & Clifton Without Ward
AUDAX ROAD,97.12,Excellent (95-100),Rawcliffe & Clifton Without Ward
AUSTER ROAD,39.45,Poor (<75),Rawcliffe & Clifton Without Ward
AVIATOR COURT,45.99,Poor (<75),Rawcliffe & Clifton Without Ward
BARDEN COURT,74.30,Poor (<75),Rawcliffe & Clifton Without Ward
BARMBY CLOSE,25.04,Poor (<75),Rawcliffe & Clifton Without Ward
BARTON CLOSE,100.00,Excellent (95-100),Rawcliffe & Clifton Without Ward
BEAVERDYKE,82.98,Fair (75-89),Rawcliffe & Clifton Without Ward
BELCOMBE WAY,77.04,Fair (75-89),Rawcliffe & Clifton Without Ward
BELMONT CLOSE,6.16,Poor (<75),Rawcliffe & Clifton Without Ward
BILSDALE CLOSE,22.59,Poor (<75),Rawcliffe & Clifton Without Ward
BLAKELEY GROVE,93.56,Good (90-94),Rawcliffe & Clifton Without Ward
BLATCHFORD COURT,89.93,Fair (75-89),Rawcliffe & Clifton Without Ward
BLENHEIM COURT,94.21,Good (90-94),Rawcliffe & Clifton Without Ward
BOLTBY ROAD,68.25,Poor (<75),Rawcliffe & Clifton Without Ward
BOOTHWOOD ROAD,87.39,Fair (75-89),Rawcliffe & Clifton Without Ward
BORROWDALE DRIVE,54.87,Poor (<75),Rawcliffe & Clifton Without Ward
BOWLAND WAY,71.76,Poor (<75),Rawcliffe & Clifton Without Ward
BOWNESS DRIVE,31.59,Poor (<75),Rawcliffe & Clifton Without Ward
BRAILSFORD CRESCENT,80.07,Fair (75-89),Rawcliffe & Clifton Without Ward
BRANSHOLME DRIVE,72.29,Poor (<75),Rawcliffe & Clifton Without Ward
BROADSTONE WAY,91.58,Good (90-94),Rawcliffe & Clifton Without Ward
BROUGHAM CLOSE,97.52,Excellent (95-100),Rawcliffe & Clifton Without Ward
BUTTERMERE DRIVE,22.63,Poor (<75),Rawcliffe & Clifton Without Ward
BYRON DRIVE,60.37,Poor (<75),Rawcliffe & Clifton Without Ward
CAITHNESS CLOSE,68.75,Poor (<75),Rawcliffe & Clifton Without Ward
CALDBECK CLOSE,32.43,Poor (<75),Rawcliffe & Clifton Without Ward
CAR PARK RAWCLIFFE BAR AND SEWAGE WORKS FROM A1237/A19 ROUNDABOUT,96.13,Excellent (95-100),Rawcliffe & Clifton Without Ward
CAYLEY CLOSE,63.01,Poor (<75),Rawcliffe & Clifton Without Ward
CENTURION WAY,70.61,Poor (<75),Rawcliffe & Clifton Without Ward
CHELKAR WAY,80.59,Fair (75-89),Rawcliffe & Clifton Without Ward
CLIFTON,67.41,Poor (<75),Rawcliffe & Clifton Without Ward
CLIFTON MOOR GATE,83.46,Fair (75-89),Rawcliffe & Clifton Without Ward
CLIFTON PARK AVENUE,91.85,Good (90-94),Rawcliffe & Clifton Without Ward
COBHAM WAY,95.76,Excellent (95-100),Rawcliffe & Clifton Without Ward
COLEDALE CLOSE,48.20,Poor (<75),Rawcliffe & Clifton Without Ward
CONCORDE PARK,75.26,Fair (75-89),Rawcliffe & Clifton Without Ward
CONINGHAM AVENUE,85.99,Fair (75-89),Rawcliffe & Clifton Without Ward
CONINGHAM AVENUE,79.53,Fair (75-89),Rawcliffe & Clifton Without Ward
CONISTON CLOSE,27.55,Poor (<75),Rawcliffe & Clifton Without Ward
CONWAY CLOSE,54.79,Poor (<75),Rawcliffe & Clifton Without Ward
DALE DYKE GROVE,86.95,Fair (75-89),Rawcliffe & Clifton Without Ward
DEANHEAD GROVE,94.86,Good (90-94),Rawcliffe & Clifton Without Ward
DEER HILL GROVE,90.24,Good (90-94),Rawcliffe & Clifton Without Ward
DIDSBURY CLOSE,77.00,Fair (75-89),Rawcliffe & Clifton Without Ward
DOE PARK,87.04,Fair (75-89),Rawcliffe & Clifton Without Ward
EADES CLOSE,86.02,Fair (75-89),Rawcliffe & Clifton Without Ward
EASTHOLME DRIVE,66.14,Poor (<75),Rawcliffe & Clifton Without Ward
EBSAY DRIVE,88.19,Fair (75-89),Rawcliffe & Clifton Without Ward
ECCLES CLOSE,85.89,Fair (75-89),Rawcliffe & Clifton Without Ward
ELDWICK CLOSE,82.99,Fair (75-89),Rawcliffe & Clifton Without Ward
ELMA GROVE,10.42,Poor (<75),Rawcliffe & Clifton Without Ward
ELSTON CLOSE,85.55,Fair (75-89),Rawcliffe & Clifton Without Ward
EMBLETON DRIVE,99.09,Excellent (95-100),Rawcliffe & Clifton Without Ward
EVA AVENUE,43.83,Poor (<75),Rawcliffe & Clifton Without Ward
FAIRWAY,74.44,Poor (<75),Rawcliffe & Clifton Without Ward
FEWSTON DRIVE,59.35,Poor (<75),Rawcliffe & Clifton Without Ward
FLAVIAN GROVE,84.15,Fair (75-89),Rawcliffe & Clifton Without Ward
FLORENCE GROVE,17.75,Poor (<75),Rawcliffe & Clifton Without Ward
FRAZER COURT,97.29,Excellent (95-100),Rawcliffe & Clifton Without Ward
FURNESS DRIVE,41.99,Poor (<75),Rawcliffe & Clifton Without Ward
FYLINGDALE AVENUE,71.35,Poor (<75),Rawcliffe & Clifton Without Ward
GALTRES GROVE,3.18,Poor (<75),Rawcliffe & Clifton Without Ward
GARBURN GROVE,87.68,Fair (75-89),Rawcliffe & Clifton Without Ward
GEORGE CAYLEY DRIVE,78.74,Fair (75-89),Rawcliffe & Clifton Without Ward
GILLINGWOOD ROAD,96.46,Excellent (95-100),Rawcliffe & Clifton Without Ward
GOUTHWAITE CLOSE,82.64,Fair (75-89),Rawcliffe & Clifton Without Ward
GRASMERE GROVE,56.47,Poor (<75),Rawcliffe & Clifton Without Ward
GREEN CLOSE,70.35,Poor (<75),Rawcliffe & Clifton Without Ward
GREEN LANE,81.10,Fair (75-89),Rawcliffe & Clifton Without Ward
GREEN LANE INDUSTRIAL ESTATE ROAD,28.22,Poor (<75),Rawcliffe & Clifton Without Ward
GREENWICH CLOSE,94.76,Good (90-94),Rawcliffe & Clifton Without Ward
GREYSTOKE ROAD,78.01,Fair (75-89),Rawcliffe & Clifton Without Ward
GRIMWITH GARTH,68.02,Poor (<75),Rawcliffe & Clifton Without Ward
HALIFAX COURT,67.77,Poor (<75),Rawcliffe & Clifton Without Ward
HANDLEY CLOSE,92.92,Good (90-94),Rawcliffe & Clifton Without Ward
HARDEN CLOSE,85.44,Fair (75-89),Rawcliffe & Clifton Without Ward
HAREWOOD CLOSE,92.10,Good (90-94),Rawcliffe & Clifton Without Ward
HARROW GLADE,86.88,Fair (75-89),Rawcliffe & Clifton Without Ward
HASTINGS CLOSE,85.69,Fair (75-89),Rawcliffe & Clifton Without Ward
HATFIELD CLOSE,87.69,Fair (75-89),Rawcliffe & Clifton Without Ward
HAXBY ROAD,90.80,Good (90-94),Rawcliffe & Clifton Without Ward
HAYFORTH CLOSE,90.07,Good (90-94),Rawcliffe & Clifton Without Ward
HAZELNUT GROVE,87.15,Fair (75-89),Rawcliffe & Clifton Without Ward
HEADLEY CLOSE,82.15,Fair (75-89),Rawcliffe & Clifton Without Ward
HENDON GARTH,52.35,Poor (<75),Rawcliffe & Clifton Without Ward
HERDWICK CLOSE,82.60,Fair (75-89),Rawcliffe & Clifton Without Ward
HIGHGROVE CLOSE,59.21,Poor (<75),Rawcliffe & Clifton Without Ward
HOLYROOD DRIVE,83.36,Fair (75-89),Rawcliffe & Clifton Without Ward
HORNBEAM CLOSE,94.26,Good (90-94),Rawcliffe & Clifton Without Ward
HOWARD DRIVE,93.16,Good (90-94),Rawcliffe & Clifton Without Ward
HOWARD LINK,69.05,Poor (<75),Rawcliffe & Clifton Without Ward
HOWARDS DRIVE TO ST MARKS ROAD LINK,92.49,Good (90-94),Rawcliffe & Clifton Without Ward
HURRICANE WAY,76.96,Fair (75-89),Rawcliffe & Clifton Without Ward
ILTON GARTH,80.90,Fair (75-89),Rawcliffe & Clifton Without Ward
INGS VIEW,56.15,Poor (<75),Rawcliffe & Clifton Without Ward
INGS WAY,66.47,Poor (<75),Rawcliffe & Clifton Without Ward
JACOBI CLOSE,79.35,Fair (75-89),Rawcliffe & Clifton Without Ward
JAMES NICOLSON LINK,76.80,Fair (75-89),Rawcliffe & Clifton Without Ward
KEATS CLOSE,64.53,Poor (<75),Rawcliffe & Clifton Without Ward
KENSINGTON ROAD,90.36,Good (90-94),Rawcliffe & Clifton Without Ward
KENTMERE DRIVE,5.95,Poor (<75),Rawcliffe & Clifton Without Ward
KERRSIDE,69.13,Poor (<75),Rawcliffe & Clifton Without Ward
KETTLESTRING LANE,85.01,Fair (75-89),Rawcliffe & Clifton Without Ward
LANCASTER WAY,88.08,Fair (75-89),Rawcliffe & Clifton Without Ward
LANDALEWOOD ROAD,94.66,Good (90-94),Rawcliffe & Clifton Without Ward
LANDAU CLOSE,89.97,Fair (75-89),Rawcliffe & Clifton Without Ward
LANGSETT GROVE,57.75,Poor (<75),Rawcliffe & Clifton Without Ward
LANSHAW CROFT,88.94,Fair (75-89),Rawcliffe & Clifton Without Ward
LAWNSWOOD DRIVE,86.49,Fair (75-89),Rawcliffe & Clifton Without Ward
LEIGHTON CROFT,76.71,Fair (75-89),Rawcliffe & Clifton Without Ward
LILBOURNE DRIVE,85.49,Fair (75-89),Rawcliffe & Clifton Without Ward
LINDEN GROVE,41.98,Poor (<75),Rawcliffe & Clifton Without Ward
LINDLEY ROAD,54.42,Poor (<75),Rawcliffe & Clifton Without Ward
LINDLEY WOOD GROVE,83.11,Fair (75-89),Rawcliffe & Clifton Without Ward
LOCKYER CLOSE,69.46,Poor (<75),Rawcliffe & Clifton Without Ward
LONGWOOD LINK,93.49,Good (90-94),Rawcliffe & Clifton Without Ward
LONGWOOD ROAD,31.22,Poor (<75),Rawcliffe & Clifton Without Ward
LOWESWATER ROAD,21.20,Poor (<75),Rawcliffe & Clifton Without Ward
LOXLEY CLOSE,71.84,Poor (<75),Rawcliffe & Clifton Without Ward
LUNDY CLOSE,95.23,Excellent (95-100),Rawcliffe & Clifton Without Ward
LYSANDER CLOSE,69.88,Poor (<75),Rawcliffe & Clifton Without Ward
MALTON WAY,35.52,Poor (<75),Rawcliffe & Clifton Without Ward
MANOR LANE,59.70,Poor (<75),Rawcliffe & Clifton Without Ward
MANOR PARK CLOSE,58.56,Poor (<75),Rawcliffe & Clifton Without Ward
MANOR PARK GROVE,35.52,Poor (<75),Rawcliffe & Clifton Without Ward
MANOR PARK ROAD,47.03,Poor (<75),Rawcliffe & Clifton Without Ward
MANOR WAY,47.58,Poor (<75),Rawcliffe & Clifton Without Ward
MARLBOROUGH CLOSE,96.78,Excellent (95-100),Rawcliffe & Clifton Without Ward
MARTEN CLOSE,86.37,Fair (75-89),Rawcliffe & Clifton Without Ward
MELTON AVENUE,55.64,Poor (<75),Rawcliffe & Clifton Without Ward
MILTON CARR,62.25,Poor (<75),Rawcliffe & Clifton Without Ward
MINCHIN CLOSE,85.90,Fair (75-89),Rawcliffe & Clifton Without Ward
MITCHELL WAY,94.49,Good (90-94),Rawcliffe & Clifton Without Ward
MOREHALL CLOSE,82.39,Fair (75-89),Rawcliffe & Clifton Without Ward
NORTHOLME DRIVE,65.61,Poor (<75),Rawcliffe & Clifton Without Ward
OAKDALE ROAD,77.02,Fair (75-89),Rawcliffe & Clifton Without Ward
ORIEL GROVE,77.70,Fair (75-89),Rawcliffe & Clifton Without Ward
OSBOURNE DRIVE,91.38,Good (90-94),Rawcliffe & Clifton Without Ward
PATTERDALE DRIVE,21.96,Poor (<75),Rawcliffe & Clifton Without Ward
PENTIRE CLOSE,89.90,Fair (75-89),Rawcliffe & Clifton Without Ward
RAINSBOROUGH WAY,90.04,Good (90-94),Rawcliffe & Clifton Without Ward
RAWCLIFFE AVENUE,44.06,Poor (<75),Rawcliffe & Clifton Without Ward
